id,adj.P.Val.SCoV2.over.RMRP,Log.P.Value.SCoV2.over.RMRP,logFC.SCoV2.over.RMRP,P.Value.SCoV2.over.RMRP,RMRP rep2 ratio,RMRP rep1 ratio,SCoV2 rep2 ratio,SCoV2 rep1 ratio,accession_number,geneSymbol,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,totalIntensity,entry_name
NP_001230808.1,0.7901308755,1.594049677,0.146257559,0.6927795069,0.012326648,-0.168387727,-0.030061281,0.16651532,NP_001230808.1,TRA2B,6,4,4,NP_001230808.1|NP_004584.1|NP_001269686.1|NP_001269688.1|NP_001349688.1|NP_037425.1,HOMO SAPIENS,15.9,164,164.1,61.97,61.97,8.31E+07, transformer-2 protein homolog beta isoform 2 GN=TRA2B
NP_001185706.1,0.7908927132,1.575694772,0.145757559,0.6957136475,0.204326648,-0.067387727,0.326938719,0.10151532,NP_001185706.1,CUL2,3,3,3,NP_001185706.1|NP_001185707.1|NP_001185708.1|NP_001311304.1|NP_001311305.1,HOMO SAPIENS,3.8,287,287.1,36.11,36.11,1.89E+07, cullin-2 isoform c GN=CUL2
NP_112598.3,0.8410038138,1.204068119,0.143757559,0.7578673337,-1.012673352,0.271612273,-0.430061281,-0.02348468,NP_112598.3,EPPK1,3,3,3,NP_112598.3,HOMO SAPIENS,0.5,340,340.1,29.98,29.98,5.02E+07, epiplakin GN=EPPK1
NP_001293008.1,0.7969368075,1.535564211,0.143257559,0.7021721155,-0.074673352,-0.460387727,-0.193061281,-0.05548468,NP_001293008.1,CAD,2,2,2,NP_001293008.1|NP_004332.2,HOMO SAPIENS,1,321,321.1,32.42,32.42,9.40E+06, CAD protein isoform 2 GN=CAD
NP_001070910.1,0.7990111809,1.506256018,0.140257559,0.7069267216,0.097326648,-0.072387727,0.314938719,-0.00948468,NP_001070910.1,HNRNPC,10,6,6,NP_001070910.1|NP_001070911.1|NP_001013653.1|NP_001130033.3|NP_001139653.1,HOMO SAPIENS,17.3,171,171.1,59.81,59.81,7.07E+08, heterogeneous nuclear ribonucleoproteins C1/C2 isoform a GN=HNRNPC
NP_000680.2,0.8147922311,1.39716943,0.138257559,0.7249082744,0.575326648,-0.045387727,0.619938719,0.18651532,NP_000680.2,ALDH1A1,3,2,2,NP_000680.2|NP_000683.3|NP_000684.2|NP_001193826.1|NP_001280744.1|NP_003879.2|NP_733797.1|NP_733798.1,HOMO SAPIENS,2.9,370,370.1,27.9,27.9,1.08E+08, retinal dehydrogenase 1 GN=ALDH1A1
NP_001276674.1,0.824675767,1.330841429,0.124257559,0.736064474,-0.162673352,0.032612273,0.097938719,0.02051532,NP_001276674.1,GAPDH,40,15,15,NP_001276674.1|NP_001344872.1|NP_001243728.1|P10096,HOMO SAPIENS,50.4,35,35.1,226.45,226.45,5.90E+09, glyceraldehyde-3-phosphate dehydrogenase isoform 1 GN=GAPDH
NP_001099000.1,0.8359898329,1.236947832,0.116757559,0.752151311,0.133326648,0.013612273,0.306938719,0.07351532,NP_001099000.1,CAP1,7,6,6,NP_001099000.1|NP_001317431.1,HOMO SAPIENS,12,207,207.1,49.64,49.64,3.45E+08, adenylyl cyclase-associated protein 1 isoform a GN=CAP1
NP_000393.4,0.8442470968,1.132464144,0.112757559,0.7704661901,0.500326648,-0.065387727,0.499938719,0.16051532,NP_000393.4,G6PD,7,6,6,NP_000393.4|NP_001035810.1,HOMO SAPIENS,11,152,152.1,65.11,65.11,1.56E+08, glucose-6-phosphate 1-dehydrogenase isoform a GN=G6PD
NP_001341856.1,0.8449857754,1.121853459,0.106757559,0.772350895,-0.215673352,-0.029387727,-0.089061281,0.05751532,NP_001341856.1,VCP,6,5,5,NP_001341856.1|NP_009057.1,HOMO SAPIENS,7.2,191,191.1,53.56,53.56,2.50E+07, transitional endoplasmic reticulum ATPase isoform 2 GN=VCP
NP_001244222.1,0.8619812037,1.00146654,0.098757559,0.7940600487,0.288326648,0.054612273,0.495938719,0.04451532,NP_001244222.1,HNRNPH1,20,9,8,NP_001244222.1|NP_001350501.1|NP_001351154.1|NP_001351159.1|NP_001351160.1|NP_001351169.1|NP_001351170.1|NP_001351173.1|NP_001351175.1|NP_001351177.1|NP_001351179.1|NP_001027565.1|NP_001351180.1|NP_001351183.1,HOMO SAPIENS,20.4,56,56.1,163.93,130.03,2.56E+09, heterogeneous nuclear ribonucleoprotein H isoform a GN=HNRNPH1
NP_001303701.1,0.8681947686,0.9500574001,0.092757559,0.8035155022,0.226326648,0.096612273,0.429938719,0.07851532,NP_001303701.1,GARS,4,4,4,NP_001303701.1|NP_002038.2,HOMO SAPIENS,4.8,264,264.1,38.81,38.81,2.29E+08, glycine--tRNA ligase isoform 2 GN=GARS
NP_849193.1,0.8755893944,0.9060814366,0.087757559,0.8116931041,0.069326648,-0.002387727,0.221938719,0.02051532,NP_849193.1,STT3B,2,2,2,NP_849193.1,HOMO SAPIENS,1.9,479,479.1,21.25,21.25,8.27E+07, dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B GN=STT3B
NP_006127.1,0.8755893944,0.8916314703,0.087757559,0.8143982898,-0.301673352,0.042612273,-0.147061281,0.06351532,NP_006127.1,CAPZA2,2,2,2,NP_006127.1,HOMO SAPIENS,6.2,574,574.1,15.93,15.93,3.58E+07, F-actin-capping protein subunit alpha-2 GN=CAPZA2
NP_009035.3,0.8755893944,0.8864157347,0.085757559,0.8153769432,0.055326648,-0.046387727,0.146938719,0.03351532,NP_009035.3,RPL10A,2,2,2,NP_009035.3,HOMO SAPIENS,7.3,511,511.1,19.15,19.15,2.67E+07, 60S ribosomal protein L10a GN=RPL10A
NP_002788.1,0.8775543205,0.8697584346,0.084757559,0.8185103145,-0.203673352,0.045612273,0.043938719,-0.03248468,NP_002788.1,PSMB5,7,6,6,NP_002788.1|NP_001124197.1|NP_001138404.1,HOMO SAPIENS,22,143,143.1,70.09,70.09,8.00E+07, proteasome subunit beta type-5 isoform 1 GN=PSMB5
NP_001193929.1,0.8832566869,0.8086464921,0.080757559,0.8301094364,-0.263673352,0.002612273,0.142938719,-0.24248468,NP_001193929.1,HNRNPDL,5,4,3,NP_001193929.1|NP_112740.1,HOMO SAPIENS,11.2,225,225.1,45.33,35.24,2.36E+08, heterogeneous nuclear ribonucleoprotein D-like isoform b GN=HNRNPDL
NP_001035972.1,0.9642233046,0.1894456414,0.076257559,0.9573162609,-1.809673352,0.307612273,-1.676061281,0.32651532,NP_001035972.1,LGALS7B,2,2,2,NP_001035972.1,HOMO SAPIENS,12.5,621,621.1,14.47,14.47,2.92E+06, galectin-7 GN=LGALS7B
NP_000244.2,0.9014957597,0.6869027484,0.070257559,0.8537087352,0.229326648,-0.037387727,0.416938719,-0.08448468,NP_000244.2,MTTP,6,5,5,NP_000244.2|NP_001287714.1,HOMO SAPIENS,5.4,142,142.1,71,71,1.10E+08, microsomal triglyceride transfer protein large subunit isoform 1 precursor GN=MTTP
NP_004095.4,0.9037180897,0.6434821785,0.065257559,0.8622868878,-0.015673352,-0.241387727,0.140938719,-0.26748468,NP_004095.4,FASN,60,39,39,NP_004095.4,HOMO SAPIENS,16,10,10.1,546.75,546.75,3.39E+09, fatty acid synthase GN=FASN
NP_001171669.1,0.9037180897,0.6457834157,0.065257559,0.8618301008,0.007326648,0.236612273,0.372938719,0.00151532,NP_001171669.1,CTTN,2,2,2,NP_001171669.1|NP_005222.2|NP_612632.1,HOMO SAPIENS,2.6,404,404.1,25.41,25.41,4.61E+07, src substrate cortactin isoform c GN=CTTN
NP_002145.3,0.9037180897,0.6530350919,0.064757559,0.860392252,0.065326648,0.015612273,0.000938719,0.20951532,NP_002145.3,HSPA4,5,5,5,NP_002145.3,HOMO SAPIENS,4.4,206,206.1,49.88,49.88,2.67E+08, heat shock 70 kDa protein 4 GN=HSPA4
NP_000089.1,0.910181682,0.6060149791,0.060757559,0.8697581402,0.351326648,0.089612273,0.364938719,0.19751532,NP_000089.1,CPT2,4,4,4,NP_000089.1|NP_001317518.1,HOMO SAPIENS,6,231,231.1,44.77,44.77,2.47E+07," carnitine O-palmitoyltransferase 2, mitochondrial isoform 1 precursor GN=CPT2"
NP_001189360.1,0.9180453563,0.5556516665,0.056757559,0.8799030708,0.151326648,0.185612273,0.451938719,-0.00148468,NP_001189360.1,PRDX1,13,9,8,NP_001189360.1,HOMO SAPIENS,41.2,77,77.1,135.05,115.18,1.87E+09, peroxiredoxin-1 GN=PRDX1
NP_001001.2,0.9250512034,0.5096712998,0.053757559,0.8892684205,0.356326648,-0.047387727,0.469938719,-0.05348468,NP_001001.2,RPS6,7,6,6,NP_001001.2,HOMO SAPIENS,20,174,174.1,59.41,59.41,2.69E+08, 40S ribosomal protein S6 GN=RPS6
NP_000967.1,0.9374576018,0.4388872328,0.045257559,0.9038810402,0.357326648,-0.075387727,0.206938719,0.16551532,NP_000967.1,RPL12,2,2,2,NP_000967.1,HOMO SAPIENS,14.5,413,413.1,24.98,24.98,1.22E+07, 60S ribosomal protein L12 GN=RPL12
NP_000933.1,0.9453832963,0.3701780413,0.043257559,0.9182949497,0.806326648,-0.303387727,0.266938719,0.32251532,NP_000933.1,PPIB,2,2,2,NP_000933.1,HOMO SAPIENS,6.9,651,651.1,13.66,13.66,3.98E+08, peptidyl-prolyl cis-trans isomerase B precursor GN=PPIB
NP_004199.1,0.9453832963,0.3714051155,0.037757559,0.9180355274,-0.061673352,0.044612273,0.078938719,-0.02048468,NP_004199.1,AIFM1,6,5,5,NP_004199.1|NP_665811.1|NP_001124318.2|NP_001124319.1,HOMO SAPIENS,8.6,136,136.1,72.65,72.65,1.94E+08," apoptosis-inducing factor 1, mitochondrial isoform AIF precursor GN=AIFM1"
NP_001254739.1,0.9569767924,0.2980690486,0.032257559,0.9336693347,0.274326648,-0.149387727,0.364938719,-0.17548468,NP_001254739.1,EIF6,4,3,3,NP_001254739.1|NP_852131.1,HOMO SAPIENS,13,363,363.1,28.23,28.23,1.31E+08, eukaryotic translation initiation factor 6 isoform a GN=EIF6
NP_002717.3,0.9590632752,0.275874578,0.028257559,0.9384530329,0.011326648,0.011612273,0.017938719,0.06151532,NP_002717.3,PREP,3,3,3,NP_002717.3,HOMO SAPIENS,3.3,359,359.1,28.52,28.52,2.94E+07, prolyl endopeptidase GN=PREP
NP_001900.1,0.9642233046,0.1908141431,0.022757559,0.9570146493,-0.744673352,0.258612273,-0.466061281,0.02551532,NP_001900.1,CTSD,4,3,3,NP_001900.1,HOMO SAPIENS,6,389,389.1,26.11,26.11,2.17E+08, cathepsin D preproprotein GN=CTSD
NP_110416.1,0.9650987623,0.1792419351,0.019757559,0.9595681104,0.490326648,0.005612273,0.534938719,0.00051532,NP_110416.1,HM13,2,2,2,NP_110416.1|NP_848695.1|NP_848696.1|NP_848697.1,HOMO SAPIENS,5,453,453.1,22.66,22.66,3.12E+07, minor histocompatibility antigen H13 isoform 1 GN=HM13
NP_001017963.2,0.9945552001,0.02993752043,0.003257559,0.9931303359,0.339326648,-0.008387727,0.360938719,-0.02348468,NP_001017963.2,HSP90AA1,13,20,8,NP_001017963.2|NP_005339.3,HOMO SAPIENS,20.9,22,22.2,307.53,124.49,9.39E+08, heat shock protein HSP 90-alpha isoform 1 GN=HSP90AA1
NP_110379.2,0.9983999823,0.006954353699,0.000757559,0.9983999823,0.082326648,-0.104387727,0.224938719,-0.24548468,NP_110379.2,TCP1,11,10,10,NP_110379.2|NP_001008897.1,HOMO SAPIENS,17,94,94.1,112.98,112.98,3.04E+08, T-complex protein 1 subunit alpha isoform a GN=TCP1
NP_001305116.1,0.9905106002,0.05387055398,-0.005742441,0.987672461,0.335326648,0.042612273,0.280938719,0.08551532,NP_001305116.1,HNRNPK,22,14,14,NP_001305116.1|NP_002131.2|NP_001305115.1|NP_001305117.1,HOMO SAPIENS,31.1,42,42.1,200.01,200.01,2.19E+09, heterogeneous nuclear ribonucleoprotein K isoform d GN=HNRNPK
NP_001344607.1,0.9833870274,0.09146143131,-0.009742441,0.9791604356,-0.144673352,-0.175387727,-0.364061281,0.02451532,NP_001344607.1,LGALS3,4,4,4,NP_001344607.1|NP_002297.2,HOMO SAPIENS,13.6,270,270.1,38.64,38.64,1.06E+08, galectin-3 isoform 3 GN=LGALS3
NP_001231639.1,0.9642233046,0.1954476813,-0.020742441,0.9559941438,0.299326648,0.060612273,0.357938719,-0.03948468,NP_001231639.1,GFPT1,3,3,3,NP_001231639.1|NP_002047.2,HOMO SAPIENS,4.5,282,282.1,36.73,36.73,1.61E+07, glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 isoform 1 GN=GFPT1
NP_004334.1,0.9618404736,0.2190328395,-0.022742441,0.950816514,0.338326648,0.092612273,0.191938719,0.19351532,NP_004334.1,CALR,4,4,4,NP_004334.1,HOMO SAPIENS,8.8,288,288.1,36,36,9.97E+07, calreticulin precursor GN=CALR
NP_000378.1,0.9618404736,0.2252060106,-0.024242441,0.9494659596,0.349326648,-0.177387727,0.204938719,-0.08148468,NP_000378.1,SLC25A20,3,3,3,NP_000378.1,HOMO SAPIENS,8.9,278,278.1,37.17,37.17,6.05E+07, mitochondrial carnitine/acylcarnitine carrier protein GN=SLC25A20
NP_001275582.1,0.9591504446,0.2501195313,-0.026242441,0.9440348932,0.274326648,0.026612273,0.288938719,-0.04048468,NP_001275582.1,CLTC,17,15,15,NP_001275582.1|NP_004850.1|NP_001826.3|NP_009029.3,HOMO SAPIENS,8.3,45,45.1,183.76,183.76,4.98E+08, clathrin heavy chain 1 isoform 2 GN=CLTC
NP_001265481.1,0.9591504446,0.2563236885,-0.026742441,0.9426872455,-0.034673352,0.259612273,0.189938719,-0.01848468,NP_001265481.1,TUBA4A,1,10,1,NP_001265481.1|NP_005991.1,HOMO SAPIENS,23.3,37,37.2,156.45,10.08,5.93E+06, tubulin alpha-4A chain isoform 2 GN=TUBA4A
NP_001091868.1,0.9590632752,0.2760906022,-0.028742441,0.9384063541,0.187326648,-0.133387727,0.079938719,-0.08348468,NP_001091868.1,COPA,10,10,10,NP_001091868.1|NP_004362.2,HOMO SAPIENS,7.8,95,95.1,112.97,112.97,2.91E+08, coatomer subunit alpha isoform 1 GN=COPA
NP_001158508.1,0.9591504446,0.2650556134,-0.028742441,0.9407937827,0.320326648,-0.009387727,-0.169061281,0.42251532,NP_001158508.1,OGDH,2,2,2,NP_001158508.1|NP_001350452.1|NP_002532.2,HOMO SAPIENS,1.3,446,446.1,23.12,23.12,1.44E+07," 2-oxoglutarate dehydrogenase, mitochondrial isoform 3 precursor GN=OGDH"
NP_000092.2,0.9547877098,0.3143968988,-0.032242441,0.9301656771,0.069326648,0.143612273,0.170938719,-0.02248468,NP_000092.2,CYBA,2,2,2,NP_000092.2,HOMO SAPIENS,12.8,464,464.1,21.85,21.85,4.27E+07, cytochrome b-245 light chain GN=CYBA
NP_003365.1,0.9531515288,0.3282369956,-0.033742441,0.9272061433,-0.034673352,0.128612273,0.120938719,-0.09448468,NP_003365.1,VDAC1,4,4,4,NP_003365.1,HOMO SAPIENS,14.8,304,304.1,34.58,34.58,1.17E+08, voltage-dependent anion-selective channel protein 1 GN=VDAC1
NP_006397.1,0.9453832963,0.3811964938,-0.039742441,0.9159681035,0.348326648,0.091612273,0.382938719,-0.02248468,NP_006397.1,PRDX4,5,4,4,NP_006397.1,HOMO SAPIENS,14,243,243.1,42.88,42.88,4.36E+08, peroxiredoxin-4 precursor GN=PRDX4
NP_001245366.1,0.9352388798,0.4556359655,-0.046742441,0.9004019014,0.319326648,0.038612273,-0.011061281,0.27551532,NP_001245366.1,TARS,3,3,3,NP_001245366.1|NP_001245367.1,HOMO SAPIENS,3.5,323,323.1,31.89,31.89,1.46E+07," threonine--tRNA ligase, cytoplasmic isoform 1 GN=TARS"
NP_000810.1,0.9217245168,0.5317948056,-0.053242441,0.8847498943,-0.246673352,-0.314387727,-0.411061281,-0.25648468,NP_000810.1,GART,2,2,2,NP_000810.1,HOMO SAPIENS,1.7,542,542.1,17.52,17.52,3.91E+06, trifunctional purine biosynthetic protein adenosine-3 isoform 1 GN=GART
NP_059830.1,0.9031962398,0.6655977335,-0.065742441,0.8579070301,0.019326648,0.079612273,0.055938719,-0.08848468,NP_059830.1,WDR1,7,5,5,NP_059830.1|NP_005103.2,HOMO SAPIENS,7.2,217,217.1,46.98,46.98,2.16E+08, WD repeat-containing protein 1 isoform 1 GN=WDR1
NP_006436.3,0.902849928,0.6738186542,-0.067242441,0.8562846022,0.353326648,0.031612273,0.169938719,0.08051532,NP_006436.3,PRPF8,7,7,7,NP_006436.3,HOMO SAPIENS,2.5,119,119.1,88.33,88.33,9.66E+07, pre-mRNA-processing-splicing factor 8 GN=PRPF8
NP_002810.1,0.899625281,0.7024983575,-0.069742441,0.8506485465,0.128326648,-0.173387727,-0.076061281,-0.10848468,NP_002810.1,PTBP1,12,7,5,NP_002810.1|NP_114367.1|NP_114368.1,HOMO SAPIENS,15.6,99,99.1,107.97,82.07,4.97E+08, polypyrimidine tract-binding protein 1 isoform a GN=PTBP1
NP_001164006.1,0.8985871015,0.7152571958,-0.073742441,0.848153152,0.345326648,0.092612273,-0.150061281,0.44051532,NP_001164006.1,ATAD3A,3,3,3,NP_001164006.1|NP_001164007.1|NP_001304167.1|NP_060658.3|NP_114127.3,HOMO SAPIENS,4.4,301,301.1,34.88,34.88,1.26E+08, ATPase family AAA domain-containing protein 3A isoform 2 GN=ATAD3A
NP_004577.1,0.885730917,0.789882488,-0.077242441,0.8337037428,0.291326648,0.115612273,0.167938719,0.08451532,NP_004577.1,RPS6KA3,2,2,2,NP_004577.1,HOMO SAPIENS,2.5,416,416.1,24.8,24.8,1.83E+07, ribosomal protein S6 kinase alpha-3 GN=RPS6KA3
NP_001265637.1,0.8829779251,0.8166427649,-0.079742441,0.8285824369,0.037326648,0.096612273,0.089938719,-0.11548468,NP_001265637.1,PSMD2,2,2,2,NP_001265637.1|NP_001265638.1|NP_002799.3,HOMO SAPIENS,2.8,409,409.1,25.24,25.24,6.06E+06, 26S proteasome non-ATPase regulatory subunit 2 isoform 2 GN=PSMD2
NP_006266.2,0.8812753072,0.8383063972,-0.082742441,0.8244595639,0.368326648,0.022612273,0.194938719,0.03051532,NP_006266.2,SRSF6,8,7,6,NP_006266.2|NP_005617.2,HOMO SAPIENS,18,128,128.1,82.57,70.54,7.51E+08, serine/arginine-rich splicing factor 6 GN=SRSF6
NP_001309363.1,0.8829779251,0.8201043,-0.084742441,0.8279222801,0.464326648,0.025612273,0.444938719,-0.12448468,NP_001309363.1,HNRNPH3,9,6,6,NP_001309363.1|NP_001309367.1|NP_001309371.1|NP_001309373.1|NP_001309374.1|NP_001309379.1|NP_001309380.1,HOMO SAPIENS,17.3,112,112.1,93.9,93.9,3.15E+08, heterogeneous nuclear ribonucleoprotein H3 isoform a GN=HNRNPH3
NP_001258898.1,0.8681947686,0.9523032403,-0.093742441,0.8031000926,0.286326648,-0.003387727,0.223938719,-0.12848468,NP_001258898.1,HSP90AB1,50,24,11,NP_001258898.1|NP_001258901.1|NP_001258900.1,HOMO SAPIENS,29,22,22.1,358.6,159.26,5.47E+09, heat shock protein HSP 90-beta isoform a GN=HSP90AB1
NP_001527.3,0.8775543205,0.8633381814,-0.093742441,0.8197212278,0.649326648,-0.099387727,0.516938719,-0.15448468,NP_001527.3,PRMT1,3,3,3,NP_001527.3|NP_938074.2|NP_001193971.1,HOMO SAPIENS,8.3,242,242.1,43.01,43.01,4.30E+07, protein arginine N-methyltransferase 1 isoform 1 GN=PRMT1
NP_003079.1,0.8603770557,1.016315743,-0.098742441,0.7913496701,0.236326648,-0.029387727,0.143938719,-0.13448468,NP_003079.1,FSCN1,3,3,3,NP_003079.1,HOMO SAPIENS,6.6,237,237.1,44.29,44.29,1.87E+07, fascin GN=FSCN1
NP_000687.3,0.8462008428,1.102019951,-0.106242441,0.7758861596,0.286326648,0.030612273,0.193938719,-0.08948468,NP_000687.3,ALDH9A1,4,3,3,NP_000687.3,HOMO SAPIENS,5.2,316,316.1,33.45,33.45,7.73E+07, 4-trimethylaminobutyraldehyde dehydrogenase GN=ALDH9A1
NP_005336.3,0.8442470968,1.13754516,-0.108242441,0.7695653124,0.211326648,0.006612273,-0.077061281,0.07851532,NP_005336.3,HSPA1A,4,8,4,NP_005336.3|NP_002146.2,HOMO SAPIENS,13.1,32,32.3,102.64,41.16,4.21E+07, heat shock 70 kDa protein 1A GN=HSPA1A
NP_002941.1,0.8442470968,1.158159217,-0.110242441,0.7659211785,0.213326648,-0.046387727,0.034938719,-0.08848468,NP_002941.1,RPN1,15,13,13,NP_002941.1,HOMO SAPIENS,21.2,62,62.1,158.76,158.76,2.50E+09, dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 precursor GN=RPN1
NP_001182356.1,0.8442470968,1.178689737,-0.111242441,0.7623089633,-0.093673352,0.073612273,-0.140061281,-0.10248468,NP_001182356.1,SRSF2,6,4,4,NP_001182356.1|NP_115285.1|NP_775882.2,HOMO SAPIENS,10.4,271,271.1,38.22,38.22,6.92E+08, serine/arginine-rich splicing factor 2 GN=SRSF2
NP_001026854.1,0.8442470968,1.166057773,-0.114242441,0.7645294559,0.397326648,-0.170387727,0.006938719,-0.00848468,NP_001026854.1,SRSF7,5,4,4,NP_001026854.1|NP_001182375.1|NP_001350731.1,HOMO SAPIENS,15.9,199,199.1,50.89,50.89,4.66E+07, serine/arginine-rich splicing factor 7 isoform 1 GN=SRSF7
NP_005207.2,0.8442470968,1.14045589,-0.115742441,0.7690497069,0.544326648,-0.047387727,0.386938719,-0.12148468,NP_005207.2,DDOST,9,5,5,NP_005207.2,HOMO SAPIENS,9.4,185,185.1,55.65,55.65,3.28E+08, dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit precursor GN=DDOST
NP_008855.1,0.8359898329,1.241703838,-0.117742441,0.7513280727,0.355326648,0.030612273,0.049938719,0.10051532,NP_008855.1,SRSF1,10,7,7,NP_008855.1|NP_001071634.1,HOMO SAPIENS,25.8,87,87.1,116.49,116.49,7.27E+08, serine/arginine-rich splicing factor 1 isoform 1 GN=SRSF1
NP_004631.1,0.8314896787,1.274242267,-0.119742441,0.7457199698,-0.411673352,-0.305387727,-0.370061281,-0.58648468,NP_004631.1,DDX39B,3,3,1,NP_004631.1,HOMO SAPIENS,6.7,265,265.1,38.8,13.27,1.11E+08, spliceosome RNA helicase DDX39B GN=DDX39B
NP_004757.1,0.827357278,1.309777413,-0.123742441,0.7396431827,0.278326648,-0.026387727,0.089938719,-0.08548468,NP_004757.1,COPB2,10,8,8,NP_004757.1,HOMO SAPIENS,8.4,106,106.1,101.33,101.33,2.11E+08, coatomer subunit beta' GN=COPB2
NP_005561.1,0.8163180419,1.382056428,-0.129242441,0.7274352751,0.233326648,-0.061387727,-0.019061281,-0.06748468,NP_005561.1,LMAN1,4,4,4,NP_005561.1|NP_009121.1,HOMO SAPIENS,5.6,223,223.1,45.97,45.97,1.27E+08, protein ERGIC-53 precursor GN=LMAN1
NP_054733.2,0.805510272,1.454743654,-0.136242441,0.7153616177,0.383326648,0.004612273,0.025938719,0.08951532,NP_054733.2,SNRNP200,4,4,4,NP_054733.2,HOMO SAPIENS,1.7,279,279.1,37.16,37.16,3.48E+07, U5 small nuclear ribonucleoprotein 200 kDa helicase GN=SNRNP200
NP_057212.1,0.7990111809,1.503140909,-0.141242441,0.7074339682,-0.009673352,-0.270387727,-0.096061281,-0.46648468,NP_057212.1,COPG1,3,3,3,NP_057212.1,HOMO SAPIENS,4,303,303.1,34.75,34.75,1.28E+07, coatomer subunit gamma-1 GN=COPG1
NP_066299.2,0.805510272,1.453926501,-0.142242441,0.7154962301,0.615326648,-0.078387727,0.214938719,0.03751532,NP_066299.2,MYL6,2,2,2,NP_066299.2|NP_524147.2|NP_001186558.1|NP_000249.1|NP_524144.1|NP_524146.1,HOMO SAPIENS,16.5,314,314.1,33.7,33.7,6.41E+06, myosin light polypeptide 6 isoform 1 GN=MYL6
NP_001129243.1,0.7869597594,1.639993177,-0.151242441,0.6854893034,0.152326648,-0.090387727,0.021938719,-0.26248468,NP_001129243.1,RPN2,15,8,8,NP_001129243.1|NP_001311230.1|NP_001311232.1|NP_001311233.1|NP_001311234.1|NP_001311235.1|NP_002942.2|NP_001311228.1|NP_001311231.1,HOMO SAPIENS,14.9,93,93.1,113.92,113.92,1.04E+09, dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 isoform 2 precursor GN=RPN2
NP_000662.3,0.7799274427,1.700458462,-0.154742441,0.6760116087,0.166326648,-0.073387727,-0.051061281,-0.16548468,NP_000662.3,ADH5,6,6,6,NP_000662.3,HOMO SAPIENS,12,173,173.1,59.5,59.5,6.88E+07, alcohol dehydrogenase class-3 GN=ADH5
NP_003290.1,0.7428324306,1.967353336,-0.176742441,0.6357182313,0.337326648,0.078612273,0.150938719,-0.08848468,NP_003290.1,HSP90B1,13,11,10,NP_003290.1,HOMO SAPIENS,12.7,22,22.3,143.74,127.44,3.63E+08, endoplasmin precursor GN=HSP90B1
NP_004484.1,0.7736390297,1.742801125,-0.176742441,0.6694526847,0.721326648,-0.155387727,0.372938719,-0.16048468,NP_004484.1,HSD17B10,3,3,3,NP_004484.1|NP_001032900.1,HOMO SAPIENS,13.7,309,309.1,34.38,34.38,9.96E+07, 3-hydroxyacyl-CoA dehydrogenase type-2 isoform 1 GN=HSD17B10
NP_001265123.1,0.7428324306,1.963829756,-0.178742441,0.6362342206,0.356326648,-0.024387727,0.130938719,-0.15648468,NP_001265123.1,GANAB,13,10,10,NP_001265123.1|NP_938148.1|NP_938149.2|NP_001265121.1|NP_001265122.1|NP_001316153.1,HOMO SAPIENS,10.5,91,91.1,114.25,114.25,3.96E+08, neutral alpha-glucosidase AB isoform 6 GN=GANAB
NP_002888.1,0.7313330348,2.074185247,-0.185742441,0.620270998,0.404326648,0.052612273,0.136938719,-0.05148468,NP_002888.1,RBMS1,2,5,2,NP_002888.1|NP_058520.1,HOMO SAPIENS,12.1,149,149.2,60.99,21.41,8.98E+07," RNA-binding motif, single-stranded-interacting protein 1 isoform c GN=RBMS1"
NP_001273149.1,0.7214475696,2.168639843,-0.192242441,0.6069263818,0.401326648,0.061612273,0.100938719,-0.02248468,NP_001273149.1,GOT2,2,2,2,NP_001273149.1|NP_002071.2,HOMO SAPIENS,3.8,391,391.1,25.95,25.95,2.11E+07," aspartate aminotransferase, mitochondrial isoform 2 precursor GN=GOT2"
NP_064508.3,0.7043212377,2.304160838,-0.201242441,0.5882797731,-0.162673352,-0.074387727,-0.180061281,-0.45948468,NP_064508.3,TM9SF3,2,2,2,NP_064508.3,HOMO SAPIENS,3.2,437,437.1,23.87,23.87,3.22E+06, transmembrane 9 superfamily member 3 precursor GN=TM9SF3
NP_001316851.1,0.7008501257,2.333072824,-0.203242441,0.5843764658,-0.141673352,0.043612273,-0.360061281,-0.14448468,NP_001316851.1,CALM3,3,3,3,NP_001316851.1|NP_001292553.1|NP_001350599.1|NP_001292554.1,HOMO SAPIENS,21.4,414,414.1,24.96,24.96,1.11E+08, calmodulin-3 isoform 1 GN=CALM3
NP_006730.2,0.6946077593,2.386877987,-0.206242441,0.5771812326,0.168326648,0.058612273,-0.002061281,-0.18348468,NP_006730.2,MCM5,6,5,5,NP_006730.2,HOMO SAPIENS,6.5,232,232.1,44.73,44.73,5.88E+07, DNA replication licensing factor MCM5 GN=MCM5
